scheme_id,scheme_name,scheme_category,scheme_category_clean,issuing_authority,issuing_authority_normalized,min_age,max_age,max_annual_income,min_age_inferred,max_age_inferred,income_inferred,allowed_occupations,allowed_social_categories,required_disability_status,state_restricted_to_normalized,gender_restricted_to,is_national_scheme,eligibility_text_clean,benefit_summary,benefit_value_estimate,benefit_value_numeric,benefit_currency,required_documents,application_url,official_source_url,last_verified_date,eligibility_verified,data_quality_score
iaicmc,Incentive Award to Inter-Caste Married Couples,other,other,"Adi Dravidar Welfare Department, Puducherry","Adi Dravidar Welfare Department, Puducherry",,,,,,,,sc,,Puducherry,any,False,- The bride and groom should be citizens of India. - The marriage should be performed between Scheduled Caste and other communities. - The marriage should be registered. - The marriage should be taking place for the first time between the bride and groom. - Both bride and groom or either of them should be a native of Puducherry. - The application should be submitted within 60 days from the date of performance of marriage.,"The scheme “Incentive Award to Inter-Caste Married Couples” was introduced by the Adi Dravidar Welfare Department, Government of Puducherry. The objective of the scheme is to reduce the effect of u...","₹ 50,000",50000.0,₹,aadhaar;caste_certificate;domicile_certificate;ration_card;voter_id,https://edistrict.py.gov.in/User/TrackApplication.aspx,https://www.myscheme.gov.in/schemes/iaicmc,2026-07-10,False,70.6
ied,Incentive For Eye Donors,other,other,"Social Welfare Department, Puducherry","Social Welfare Department, Puducherry",18,,,,,,,,,Puducherry,any,False,- The applicant should be a Native/Resident of the Union Territory of Puducherry for at least 5 years. - The age of the applicant should be 18 years or above. - The person who is claiming the incentive for eye donation must be a close relative of eye donor. - The applicant should apply within 90 days after the transplantation.,"The scheme “Incentive For Eye Donors” by the Department of Social Welfare, Government of Puducherry was introduced to create awareness among the public about the eye donation and to pay an amount o...","₹ 10,000",10000.0,₹,aadhaar;bank_passbook;domicile_certificate;ration_card;voter_id,https://socwelfare.py.gov.in/sites/default/files/incentive-eye-donation_0.pdf,https://www.myscheme.gov.in/schemes/ied,2026-07-10,False,70.6
ificms,Incentive for Inter-Caste Marriage Scheme,other,other,Welfare of SC/ST/OBC/Minorities Department,Welfare of SC/ST/OBC/Minorities,,,,35,35,,,,,Delhi,any,False,"- The couple should have married legally. - The couple should have had their marriage registered at the Office of the Registrar, Marriages. - The marriage should have been between a Scheduled Caste (SC) and a Non-SC spouse. - At least one of the spouses should be a permanent resident of NCT of Delhi. - If the non-SC spouse belongs to another state, their parents must have resided in NCT of Delhi for at least five years. - The non-SC spouse should provide proof that their caste is not listed under untouchability in their home state and that they follow the Hindu religion. - After marriage, the couple should be residing in the NCT of Delhi. - The couple should provide proof of living together at the time of fund disbursement. _*A widow of up to 35 years of age with no children can avail of the incentive upon inter-caste remarriage._","""Incentive For Inter Caste Marriage"" aims to promote inter-caste marriages between SC and non-SC communities to combat casteism. The scheme provides a financial incentive of ₹50,000/- to eligible c...","₹50,000",50000.0,₹,bank_passbook;caste_certificate;income_certificate,https://scstwelfare.delhi.gov.in/scstwelfare/annexure-ll,https://www.myscheme.gov.in/schemes/ificms,2026-07-10,False,64.7
ipesdrcwhbocwwb,Incentive for Purchase of Electric Scooter for the Daughter of a Registered Construction Worker (HBOCWWB),women_child,women_and_child,Labour Department,Labour,18,,,,,,student;daily_wage,,,Haryana,female,False,1. The applicant should be engaged in any building or construction work. 1. The applicants should be registered with the Haryana Building Other Construction Workers Welfare Board. 1. The registered worker must have a minimum of one year's regular membership. 1. The worker must have an active membership with the Board. 1. Only those girl students who are daughters of construction workers and studying in any higher education institute/college of the state of Haryana will be eligible for this incentive assistance. 1. The age of the daughter of the worker should be 18 years or more and should not be married. 1. The daughter of the worker should have a valid license to drive a two-wheeler. (If applicable) 1. The percentage of marks in the 12th class passed by the girl student should be 60% or more. 1. The incentive assistance under this scheme is limited to the purchase of one electric scooter in a family. **Note:** The applicant will upload the bill of purchase of the electric scooter online within a period of one month from receiving the incentive amount otherwise he/she will not be eligible for any benefit under any welfare scheme in the future.,"Under this scheme, an incentive of ₹50,000/- or the actual ex-showroom price of electric scooter, whichever is lower, will be provided by the Board through e-RUPI to the daughter of a registered co...","₹50,000",50000.0,₹,aadhaar;bank_passbook;caste_certificate;disability_certificate;education_marksheet;ration_card,https://hrylabour.gov.in/bocw/settings/schemeDetail/153,https://www.myscheme.gov.in/schemes/ipesdrcwhbocwwb,2026-07-10,False,76.5
idcm,Incentive For The Devadasi Children’s Marriage,other,other,Social Welfare Department,Social Welfare,,,500000.0,,,,,sc,,Karnataka,any,False,- Applicant should be a resident of Karnataka state. - Applicant should belong to the SC community. - Family income from all sources should be within Rs. 5 lakh per annum. - The scheme is applicable within 18 months of marriage.,"Under this scheme, the Social Welfare Department, Government of Karnataka will give incentives of ₹3.00 lakh for men,₹5.00 lakh for women to the Devadasi's Children who are Married Couples.","Under this scheme, the Social Welfare...",,₹,aadhaar;bank_passbook;caste_certificate;income_certificate,https://sw.kar.nic.in/swincentive/Documents/DevaDasichildrensmarriageApplicantManual.pdf,https://www.myscheme.gov.in/schemes/idcm,2026-07-10,False,76.5
iftdcmtst,Incentive For The Devadasi Children’s Marriage to Schedule Tribe,other,other,Tribal Welfare Department,Tribal Welfare,,,500000.0,,,,,st,,Karnataka,any,False,"1. The couple should be residents of Karnataka. 1. The couple should belong to the Hindu religion. 1. The total annual income of the couple should be less than ₹5,00,000/-. 1. The application should be submitted within 18 months of the marriage. 1. One spouse should belong to the Scheduled Tribe community and should be a resident of Karnataka. 1. The marriage should have been between: (a) An ST individual and a non-ST individual; (b) Two ST individuals. 1. The marriage should have taken place on or after 1st April 2019.","The scheme ""Incentive for the Devadasi Children’s Marriage to Schedule Tribe"" by the Govt of Karnataka provides incentives for the marriage of Devadasi's ST children. Couples married on or after 01...","₹8,00,000",800000.0,₹,aadhaar;bank_passbook;caste_certificate;domicile_certificate;income_certificate,https://twd.karnataka.gov.in/,https://www.myscheme.gov.in/schemes/iftdcmtst,2026-07-10,False,76.5
ifticmc,Incentive for the Inter Caste Marriage Couple,other,other,Social Welfare Department,Social Welfare,18,45,500000.0,,,,,,,Karnataka,any,False,"1. The bride and groom should belong to the Hindu Category. 1. The bride and groom should be residing in Karnataka. 1. The marriage should be performed between Scheduled Caste and other communities. 1. The income of the couple should not exceed ₹5,00,000/-. 1. The age of the bride should be between 18 to 42 years at the time of marriage. 1. The age of the groom should be between 21 to 45 years at the time of marriage.","The Social Welfare Department of the Government of Karnataka has launched the ""Incentive for the Inter Caste Marriage Couple"", which offers incentives to couples belonging to the SC community and N...","₹2,50,000",250000.0,₹,aadhaar;caste_certificate;income_certificate,"https://yuvakanaja.karnataka.gov.in/73/financial-aid-%28loan,-subsidy,-incentive-etc.%29/en",https://www.myscheme.gov.in/schemes/ifticmc,2026-07-10,False,82.4
ifticmcst,Incentive For The Inter Caste Marriage Couple (Scheduled Tribe),other,other,Tribal Welfare Department,Tribal Welfare,,,500000.0,,,,,sc;st,,Karnataka,any,False,"1. The couple should be residing in Karnataka. 1. The couple should belong to the Hindu religion. 1. One spouse should belong to the Scheduled Tribe (ST) community. Other spouse should belong to a community other than Scheduled Tribe (ST). 1. The combined annual income of the couple should be less than ₹5,00,000/-. 1. The couple should apply to the scheme within 18 months of marriage. 1. The non-ST partner should be a Hindu. 1. The non-ST partner should belong to the Scheduled Caste (SC) category. 1. The marriage should have taken place on or after 7th February 2019.","The ""Incentive for Inter Caste Marriage Couple"" scheme was launched by the Tribal Welfare Department, Karnataka. The scheme provides incentives to the couple in which one spouse is from a Scheduled...","₹5,50,000",550000.0,₹,aadhaar;bank_passbook;caste_certificate;domicile_certificate;income_certificate,https://twd.karnataka.gov.in/,https://www.myscheme.gov.in/schemes/ifticmcst,2026-07-10,False,76.5
iicmscc,Incentive for the Intra Caste Marriage within Scheduled Caste Community,other,other,Social Welfare Department,Social Welfare,,,200000.0,42,45,,,sc,,Karnataka,any,False,"1. The couple should belong to different sub caste of SC. 1. The bride and groom should be residing in Karnataka. 1. The family income of the applicant should not exceed ₹2,00,000/-. 1. The age of the bride should be between 18 to 42 years at the time of marriage. 1. The age of the groom should be between 21 to 45 years at the time of marriage.",The Karnataka Social Welfare Department provides an incentive to promote intra-caste marriages within different sub-castes of Scheduled Castes (SC) and Scheduled Tribes (ST).,"₹2,00,000",200000.0,₹,aadhaar;caste_certificate;income_certificate,"https://yuvakanaja.karnataka.gov.in/73/financial-aid-%28loan,-subsidy,-incentive-etc.%29/en",https://www.myscheme.gov.in/schemes/iicmscc,2026-07-10,False,76.5
iscwr,Incentive for the SC Widow Re-Marriage,pension,pension,Social Welfare Department,Social Welfare,,,,,,,,sc,,Karnataka,female,False,1. The applicant should be a resident of Karnataka. 1. The applicant should be a widow. 1. The widow should belong to the Scheduled Caste community. 1. There is no annual income limit for this scheme. 1. Incentives will be provided only to those who submit their application within one year of marriage. 1. There are no caste/religion restrictions for the spouse. **Note:** The couple should reside in Karnataka.,"Under this scheme, the Social Welfare Department, Government of Karnataka gives incentives to the remarried widows belonging to SC Community. The incentive amount is ₹ 3 Lakh.",₹3 lakh,3.0,₹,aadhaar;bank_passbook;caste_certificate,https://sw.kar.nic.in/swincentive/Documents/ApplicantManualWRM.pdf,https://www.myscheme.gov.in/schemes/iscwr,2026-07-10,False,70.6
iftsm,Incentive For The Simple Marriage,other,other,Social Welfare Department,Social Welfare,,,200000.0,1,1,,,sc,,Karnataka,any,False,1. Karnataka State Resident: The applicant must be a resident of Karnataka state. 1. SC Community: The applicant must belong to the SC community. 1. Family Income: The family income from all sources should not exceed Rs. 2 lakhs per annum. 1. Time Limit: The scheme is applicable only within 1 year of the marriage.,"The Social Welfare Department of the Government of Karnataka has launched the Simple Marriage scheme, which offers incentives to couples belonging to the SC community. The scheme aims to promote th...","Rs. 50,000",50000.0,₹,aadhaar;bank_passbook;caste_certificate;income_certificate,"https://sw.kar.nic.in/swincentive/SIM/SmHome.aspx#:~:text=Incentive%20For%20The%20Simple%20Marriage&text=Scheme%20is%20applicable%20for%20within,not%20eligible%20for%20this%20scheme.",https://www.myscheme.gov.in/schemes/iftsm,2026-07-10,False,76.5
iftsmst,Incentive For The Simple Marriage (Scheduled Tribe),other,other,Tribal Welfare Department,Tribal Welfare,,,200000.0,,,,,st,,Karnataka,any,False,"1. The couple should be residing in Karnataka. 1. Both partners should belong to the Scheduled Tribe community. 1. The combined annual income of the couple should be less than ₹2,00,000/-. 1. The application should be submitted within one year of marriage. 1. The marriage should have taken place on or after 11th August 2015.","The scheme ""Incentive for the Simple Marriage"" was launched by the Tribal Welfare Department, Government of Karnataka. The scheme provides an incentive of ₹50,000/- to ST individuals residing in Ka...","₹50,000",50000.0,₹,aadhaar;bank_passbook;caste_certificate;income_certificate,https://twd.karnataka.gov.in/,https://www.myscheme.gov.in/schemes/iftsmst,2026-07-10,False,76.5
igteicm,Incentive given to Encourage Inter caste Marriages,women_child,women_and_child,Social Justice and Special Assistance Department,Social Justice and Special Assistance,18,,,,,,,sc;st,,Maharashtra,any,False,"1. The bride as well as the bridegroom should be permanent residents of Maharashtra. 1. One spouse must belong to the Savarna, Hindu Lingayat, Jain, or Sikh community. 1. One spouse must belong to one of the following communities: Scheduled Caste, Scheduled Tribe, Vimukta Jati (denoted tribe), Nomadic Tribe, and Special Backward Class. 1. The male spouse should be 21 years or above in age. 1. The female spouse should be 18 years or above in age.","The ""Incentive for Encouraging Inter-Caste Marriages"" scheme is implemented by the Department of Social Justice & Special Assistance, Government of Maharashtra, and funded jointly by the State and ...","₹50,000",50000.0,₹,aadhaar;bank_passbook;caste_certificate;domicile_certificate;income_certificate;voter_id,https://sjsa.maharashtra.gov.in/en/scheme-category/social-integration,https://www.myscheme.gov.in/schemes/igteicm,2026-07-10,False,76.5
hipprmpdds,Incentive Honorarium to Parents of Permanent Residents of Madhya Pradesh who enroll their Daughter in Defence Services,women_child,women_and_child,Home Department,Home,,,,,,,,,,Madhya Pradesh,any,False,"1. The applicant must be a permanent resident of Madhya Pradesh. 1. The applicant must be the mother or father of a daughter serving or retired from any recognized defense service (Army, Navy, or Air Force). 1. The applicant’s daughter must be serving in a recognized defense unit or retired not more than five years ago.",The scheme provides financial assistance per year to parents whose daughters are employed in the Indian Armed Forces.,"₹20,000 per year",20000.0,₹,bank_passbook;domicile_certificate,https://cmhelpline.mp.gov.in/KnowYourEntitleDetail.aspx?status=ByVibhag&pointvalue=2&Schemeid=552,https://www.myscheme.gov.in/schemes/hipprmpdds,2026-07-10,False,64.7
ipscrs,Incentive Policy for Setting Up Community Radio Stations - Uttarakhand,other,other,Department Of Disaster Management,Department Of Disaster Management,,,,,,,,,,Uttarakhand,any,False,"Priority will be given to setting up of community radio centres in areas or locations of the district that are not covered by existing community radio stations, as well as in disaster-prone and remote areas. 1. The applicant organization must have at least three years of experience in Uttarakhand. 1. The benefits of this scheme are available only for setting up new community radio centres. 1. The concerned organization must also possess a valid license from the Ministry of Information and Broadcasting, Government of India, for operating a community radio centre.","The scheme aims to promote the establishment and operation of community radio stations across the state, particularly in disaster-prone and remote areas, to strengthen community-level communication...",₹20 lakh,20.0,₹,aadhaar;bank_passbook;ration_card;domicile_certificate;caste_certificate,https://uk.gov.in/department92/library_file/file-04-12-2023-06-02-23.pdf,https://www.myscheme.gov.in/schemes/ipscrs,2026-07-10,False,64.7
isensshps,Incentive Scheme for Establishment of New Super Specialty Hospital in Private Sector,health,health,Health & Family Welfare Department,Health & Family Welfare,,,,,,,,,,Gujarat,any,False,"> **The Following Entities Are Eligible** - Registered Doctors (Gujarat Medical Council). - Partnership Firms, Companies, Trusts, Societies, Cooperatives. > **Hospital Requirements** - 50+ Total Beds,including 10+ Super Specialty Beds. - Covers Specialties Like Cardiology, Neurology, Oncology, etc. (List Expandable by Government). > **Loan Conditions** - Only Loans for Construction/Equipment (Excludes Land/Working Capital).","The scheme offers financial incentives (capital subsidy, interest subvention, and electricity duty reimbursement) to private/NGO entities establishing new super specialty hospitals (50+ beds) in Gu...",₹10,10.0,₹,aadhaar;bank_passbook;ration_card;income_certificate;voter_id,https://gujhealth.gujarat.gov.in/images/pdf/Application-forms-for-Establishment-of-New-Super-Specialty-Hospital-new.pdf,https://www.myscheme.gov.in/schemes/isensshps,2026-07-10,False,58.8
dbgmig,Incentive Scheme for Marrying a Disabled Young Man/Woman,disability,disability,Department Of Social Welfare,Department Of Social Welfare,18,45,,,,1.0,,,physical,Uttarakhand,any,False,"1. The applicant couple should be residents of Uttarakhand or have been domiciled in the state for at least five years. 1. The couple must be citizens of India. 1. The couple should not be income tax payers. 1. Neither partner should have a living spouse at the time of marriage. 1. No member of the couple should have been convicted in any criminal case. 1. The benefit is provided when a person with 40% or more disability marries a non-disabled person, or when both partners have disabilities. 1. At the time of marriage, the groom should be between 21 and 45 years of age. 1. At the time of marriage, the bride should be between 18 and 45 years of age. 1. The marriage should be conducted in accordance with prevailing social customs and traditions or be legally registered.","The scheme aims to provide financial assistance of ₹25,000/- to couples on marriage, where at least one partner has 40% or more disability and marries a non-disabled person, or where both partners ...","₹25,000",25000.0,₹,aadhaar;bank_passbook;disability_certificate;domicile_certificate;voter_id,https://uk.gov.in/department92/library_file/file-04-12-2023-06-02-23.pdf,https://www.myscheme.gov.in/schemes/dbgmig,2026-07-10,False,76.5
ismsebcgc,Incentive Scheme for Meritorious Students of Economically Backward Class of General Category,education,education,Education (Elementary and Secondary) Department,Education (Elementary and Secondary),,,250000.0,,,,student,general,,Rajasthan,any,False,"1. The applicant should be a native of Rajasthan. 1. The applicant should be a student. 1. The applicant should belong to the economically backward class from the general category. 1. The applicant should be studying in a government or private school. 1. The applicant should have passed Class 10th, Praveshika, Class 12th (Science/Commerce/Arts), or Varishta Upadhyay examination conducted by Rajasthan Board of Secondary Education (RBSE), Ajmer. 1. The applicant should have secured a minimum of 75% marks in the qualifying examination. 1. The applicant’s parents’ combined annual income from all sources should be less than ₹2,50,000.","Under this scheme, a one-time financial assistance of ₹15,000/- along with a certificate of appreciation is awarded to top 100 meritorious students of Class 10 & each stream of Class 12, who are li...","₹15,000",15000.0,₹,aadhaar;education_marksheet;income_certificate,https://rajshaladarpan.rajasthan.gov.in/SD2/BSP/Home/ShowFile.aspx?oid=63d105de12a7f949a0e67697,https://www.myscheme.gov.in/schemes/ismsebcgc,2026-07-10,False,82.4
ismpsistl,Incentive Scheme for MSMEs in Powerloom Sector: Interest Subsidy on Term Loan,financial_inclusion,financial_inclusion,"Micro, Small & Medium Enterprises and Textiles Department","Micro, Small & Medium Enterprises and Textiles",,,,,,,,,,West Bengal,any,False,"- The Scheme shall be generally applicable to all micro, small, and medium enterprises (MSMEs) in the powerloom sector. - Enterprises must have started production from 01.01.2022 to 31.12.2024. - Enterprises should have executed a Four-party agreement with the Directorate of Textiles, Financial institution and Tantuja. - The units should be a private sector, cooperative sector and joint sector undertaking as also companies/undertakings owned and managed by the State Government and the Industrial SHGs. - The project should be covered by a detailed feasibility report/project prepared for the purpose. - The project should have been approved and sanctioned by a Central Financial Institution or Commercial Banks or State Financial Institutions.","“Interest Subsidy on Term Loan” incentives under the “Incentive Scheme for MSMEs in Powerloom Sector” scheme implemented by the Dept. of MSME & T, Government of West Bengal, aims to provide subsidy...","₹ 1,75,00,000",17500000.0,₹,aadhaar;bank_passbook;caste_certificate;ration_card;income_certificate,https://wbmsmet.gov.in/home/download/YzA0YzdiMjc0YjAwYjBiMDgwYTRjYmRkOTU1MDY1NGQyNTNjM2YyYWYxMDRhNTkyYjRiMWI1YmVkZDYyOTZlN2YwNDc3ZDgwMDM5YzgxYjhmZWZiMWY2ODI0ZTNjYTUzMjU4N2YwYjViMjJiZTllZjAzYmM3NTRiZTY4ZDk0MTVjVmtvdlJCcjA0ZlpLYjZkbTlPQ0hyUTBaNGRuVzZZOXpHTlpGRkJwcUlZaDNwNXF0S01rSU4rTE5ZS3JCd3VKVmp5c1drM3hEb29QaHlXNit1Vy9CQT09,https://www.myscheme.gov.in/schemes/ismpsistl,2026-07-10,False,64.7
ismpssee,Incentive Scheme for MSMEs in Powerloom Sector: Subsidy for Energy Efficiency,financial_inclusion,financial_inclusion,"Micro, Small & Medium Enterprises and Textiles Department","Micro, Small & Medium Enterprises and Textiles",,,,,,,,,,West Bengal,any,False,"- The Scheme shall be generally applicable to all micro, small, and medium enterprises (MSMEs) in the powerloom sector. - Enterprises must have started production from 01.01.2022 to 31.12.2024. - Enterprises should have executed a Four-party agreement with the Directorate of Textiles, Financial institution and Tantuja. - The units should be a private sector, cooperative sector and joint sector undertaking as also companies/ undertakings owned and managed by the State Government and the Industrial SHGs. - The project should be covered by a detailed feasibility report/project prepared for the purpose. - The project should have been approved and sanctioned by a Central Financial Institution or Commercial Banks or State Financial Institutions.","“Subsidy for Energy Efficiency” incentives under the “Incentive Scheme for MSMEs in Powerloom Sector” scheme implemented by the Dept. of MSME & T, Government of West Bengal, aims to provide a reimb...","₹2,00,000",200000.0,₹,aadhaar;bank_passbook;caste_certificate;ration_card;income_certificate,https://wbmsmet.gov.in/home/download/YzA0YzdiMjc0YjAwYjBiMDgwYTRjYmRkOTU1MDY1NGQyNTNjM2YyYWYxMDRhNTkyYjRiMWI1YmVkZDYyOTZlN2YwNDc3ZDgwMDM5YzgxYjhmZWZiMWY2ODI0ZTNjYTUzMjU4N2YwYjViMjJiZTllZjAzYmM3NTRiZTY4ZDk0MTVjVmtvdlJCcjA0ZlpLYjZkbTlPQ0hyUTBaNGRuVzZZOXpHTlpGRkJwcUlZaDNwNXF0S01rSU4rTE5ZS3JCd3VKVmp5c1drM3hEb29QaHlXNit1Vy9CQT09,https://www.myscheme.gov.in/schemes/ismpssee,2026-07-10,False,64.7
ismpsspr,Incentive Scheme for MSMEs in Powerloom Sector: Subsidy for Patent Registration,financial_inclusion,financial_inclusion,"Micro, Small & Medium Enterprises and Textiles Department","Micro, Small & Medium Enterprises and Textiles",,,,,,,,,,West Bengal,any,False,"- The Scheme shall be generally applicable to all micro, small, and medium enterprises (MSMEs) in the powerloom sector. - Enterprises must have started production from 01.01.2022 to 31.12.2024. - Enterprises should have executed a Four-party agreement with the Directorate of Textiles, Financial institution and Tantuja. - The units should be a private sector, cooperative sector and joint sector undertaking as also companies/ undertakings owned and managed by the State Government and the Industrial SHGs. - The project should be covered by a detailed feasibility report/ project prepared for the purpose. - The project should have been approved and sanctioned by a Central Financial Institution or Commercial Banks or State Financial Institutions.","“Subsidy for Patent Registration” incentive under the “Incentive Scheme for MSMEs in Powerloom Sector” scheme implemented by the Dept. of MSME & T, Government of West Bengal, aims to provide reimb...","₹ 5,00,000",500000.0,₹,aadhaar;bank_passbook;caste_certificate;ration_card;income_certificate,https://wbmsmet.gov.in/home/download/YzA0YzdiMjc0YjAwYjBiMDgwYTRjYmRkOTU1MDY1NGQyNTNjM2YyYWYxMDRhNTkyYjRiMWI1YmVkZDYyOTZlN2YwNDc3ZDgwMDM5YzgxYjhmZWZiMWY2ODI0ZTNjYTUzMjU4N2YwYjViMjJiZTllZjAzYmM3NTRiZTY4ZDk0MTVjVmtvdlJCcjA0ZlpLYjZkbTlPQ0hyUTBaNGRuVzZZOXpHTlpGRkJwcUlZaDNwNXF0S01rSU4rTE5ZS3JCd3VKVmp5c1drM3hEb29QaHlXNit1Vy9CQT09,https://www.myscheme.gov.in/schemes/ismpsspr,2026-07-10,False,64.7
ismpsssqc,Incentive Scheme for MSMEs in Powerloom Sector: Subsidy for Standard Quality Compliance,financial_inclusion,financial_inclusion,"Micro, Small & Medium Enterprises and Textiles Department","Micro, Small & Medium Enterprises and Textiles",,,,,,,,,,West Bengal,any,False,"- The Scheme shall be generally applicable to all micro, small, and medium enterprises (MSMEs) in the powerloom sector. - Enterprises must have started production from 01.01.2022 to 31.12.2024. - Enterprises should have executed a Four-party agreement with the Directorate of Textiles, Financial institution and Tantuja. - The units should be a private sector, cooperative sector and joint sector undertaking as also companies/ undertakings owned and managed by the State Government and the Industrial SHGs. - The project should be covered by a detailed feasibility report/ project prepared for the purpose. - The project should have been approved and sanctioned by a Central Financial Institution or Commercial Banks or State Financial Institutions.","“Subsidy for Standard Quality Compliance” incentive under the “Incentive Scheme for MSMEs in Powerloom Sector” scheme by the Dept. of MSME & T, Government of West Bengal, aims to provide reimbursem...","₹ 5,00,000",500000.0,₹,aadhaar;bank_passbook;caste_certificate;ration_card;income_certificate,https://wbmsmet.gov.in/home/download/YzA0YzdiMjc0YjAwYjBiMDgwYTRjYmRkOTU1MDY1NGQyNTNjM2YyYWYxMDRhNTkyYjRiMWI1YmVkZDYyOTZlN2YwNDc3ZDgwMDM5YzgxYjhmZWZiMWY2ODI0ZTNjYTUzMjU4N2YwYjViMjJiZTllZjAzYmM3NTRiZTY4ZDk0MTVjVmtvdlJCcjA0ZlpLYjZkbTlPQ0hyUTBaNGRuVzZZOXpHTlpGRkJwcUlZaDNwNXF0S01rSU4rTE5ZS3JCd3VKVmp5c1drM3hEb29QaHlXNit1Vy9CQT09,https://www.myscheme.gov.in/schemes/ismpsssqc,2026-07-10,False,64.7
ismpsssgst,Incentive Scheme for MSMEs in Powerloom Sector: Subsidy for State Goods and Services Tax (SGST),financial_inclusion,financial_inclusion,"Micro, Small & Medium Enterprises and Textiles Department","Micro, Small & Medium Enterprises and Textiles",,,,,,,,,,West Bengal,any,False,"- The Scheme shall be generally applicable to all micro, small, and medium enterprises (MSMEs) in the powerloom sector. - Enterprises must have started production from 01.01.2022 to 31.12.2024. - Enterprises should have executed a Four-party agreement with the Directorate of Textiles, Financial institution and Tantuja. - The units should be a private sector, cooperative sector and joint sector undertaking as also companies/ undertakings owned and managed by the State Government and the Industrial SHGs. - The project should be covered by a detailed feasibility report/project prepared for the purpose. - The project should have been approved and sanctioned by a Central Financial Institution or Commercial Banks or State Financial Institutions.","“Subsidy for State Goods and Services Tax (SGST)” incentive under the “Incentive Scheme for MSMEs in Powerloom Sector” scheme implemented by the Dept. of MSME & T, Government of West Bengal, aims t...",**Zone B & C:** 30% of...,30.0,₹,aadhaar;bank_passbook;caste_certificate;ration_card;income_certificate,https://www.myscheme.gov.in/schemes/ismpsssgst,https://www.myscheme.gov.in/schemes/ismpsssgst,2026-07-10,False,64.7
ismpsswcec,Incentive Scheme for MSMEs in Powerloom Sector: Subsidy for Water Conservation/ Environment Compliance,financial_inclusion,financial_inclusion,"Micro, Small & Medium Enterprises and Textiles Department","Micro, Small & Medium Enterprises and Textiles",,,,,,,,,,West Bengal,any,False,"- The Scheme shall be generally applicable to all micro, small, and medium enterprises (MSMEs) in the powerloom sector. - Enterprises must have started production from 01.01.2022 to 31.12.2024. - Enterprises should have executed a Four-party agreement with the Directorate of Textiles, Financial institution and Tantuja. - The units should be a private sector, cooperative sector and joint sector undertaking as also companies/ undertakings owned and managed by the State Government and the Industrial SHGs. - The project should be covered by a detailed feasibility report/project prepared for the purpose. - The project should have been approved and sanctioned by a Central Financial Institution or Commercial Banks or State Financial Institutions.","“Subsidy for Water Conservation/ Environment Compliance” incentive under the “Incentive Scheme for MSMEs in Powerloom Sector” scheme by the Dept. of MSME & T, Government of West Bengal, aims to pro...","₹2,00,000",200000.0,₹,aadhaar;bank_passbook;caste_certificate;ration_card;income_certificate,https://wbmsmet.gov.in/home/download/YzA0YzdiMjc0YjAwYjBiMDgwYTRjYmRkOTU1MDY1NGQyNTNjM2YyYWYxMDRhNTkyYjRiMWI1YmVkZDYyOTZlN2YwNDc3ZDgwMDM5YzgxYjhmZWZiMWY2ODI0ZTNjYTUzMjU4N2YwYjViMjJiZTllZjAzYmM3NTRiZTY4ZDk0MTVjVmtvdlJCcjA0ZlpLYjZkbTlPQ0hyUTBaNGRuVzZZOXpHTlpGRkJwcUlZaDNwNXF0S01rSU4rTE5ZS3JCd3VKVmp5c1drM3hEb29QaHlXNit1Vy9CQT09,https://www.myscheme.gov.in/schemes/ismpsswcec,2026-07-10,False,64.7
ismpsssd,Incentive Scheme for MSMEs in Powerloom Sector: Subsidy on Stamp Duty and Registration Fees,financial_inclusion,financial_inclusion,"Micro, Small & Medium Enterprises and Textiles Department","Micro, Small & Medium Enterprises and Textiles",,,,,,,,,,West Bengal,any,False,"- The Scheme shall be generally applicable to all micro, small, and medium enterprises (MSMEs) in the powerloom sector. - Enterprises must have started production from 01.01.2022 to 31.12.2024. - Enterprises should have executed a Four-party agreement with the Directorate of Textiles, Financial institution and Tantuja. - The units should be a private sector, cooperative sector and joint sector undertaking as also companies/ undertaking owned and managed by the State Government and the Industrial SHGs. - The project should be covered by a detailed feasibility report/project prepared for the purpose. - The project should have been approved and sanctioned by a Central Financial Institution or Commercial Banks or State Financial Institutions.","“Subsidy on Stamp Duty and Registration Fees” incentives under the “Incentive Scheme for MSMEs in Powerloom Sector” scheme by the Dept. of MSME & T, Government of West Bengal, aims to provide reimb...",> **Micro & Small Enterprise:** **Zone...,,₹,aadhaar;bank_passbook;caste_certificate;ration_card;income_certificate,https://wbmsmet.gov.in/home/download/YzA0YzdiMjc0YjAwYjBiMDgwYTRjYmRkOTU1MDY1NGQyNTNjM2YyYWYxMDRhNTkyYjRiMWI1YmVkZDYyOTZlN2YwNDc3ZDgwMDM5YzgxYjhmZWZiMWY2ODI0ZTNjYTUzMjU4N2YwYjViMjJiZTllZjAzYmM3NTRiZTY4ZDk0MTVjVmtvdlJCcjA0ZlpLYjZkbTlPQ0hyUTBaNGRuVzZZOXpHTlpGRkJwcUlZaDNwNXF0S01rSU4rTE5ZS3JCd3VKVmp5c1drM3hEb29QaHlXNit1Vy9CQT09,https://www.myscheme.gov.in/schemes/ismpsssd,2026-07-10,False,64.7
